Date,Close,High,Low,Open,Volume
2021-12-09,12.02173900604248,12.411719873619171,11.93817216521011,12.399781428210884,7156600
2021-12-10,12.236624717712402,12.566914069976498,11.942149937537897,12.52314053542068,8618700
2021-12-13,11.763078689575195,12.109286014229918,11.528294577696272,12.07745091900948,9171400
2021-12-14,12.065510749816895,12.085408155867167,11.71214071205172,11.834706152692739,7042600
2021-12-15,12.435592651367188,12.503242305750959,11.743178943620064,12.033674205794,9616800
2021-12-16,12.081429481506348,12.344069186842704,11.989902925579418,12.292336686665507,5015400
2021-12-17,11.655632972717285,11.946128243069005,11.452684003852719,11.75113823588737,6895200
2021-12-20,11.85062313079834,11.914293307055804,11.472580795137317,11.532271490502643,4705400
2021-12-21,12.272439002990723,12.344068145495902,12.185688135756484,12.276418484130835,3273900
2021-12-22,12.371923446655273,12.42564530219756,12.228665165209174,12.300294305932223,3629600
2021-12-23,12.869348526000977,12.968833285318233,12.224686951661424,12.24856384038367,5727700
2021-12-27,12.917095184326172,13.147900454508717,12.841487346516184,12.929034382518706,4773700
2021-12-28,12.033674240112305,12.399778119172964,11.913894374542139,12.359984070773434,7170700
2021-12-29,11.894396781921387,12.101325249560094,11.822767638584262,11.93419083477628,4398600
2021-12-30,11.862561225891113,12.051582400277375,11.834705617688414,11.870520187951428,4659800
2021-12-31,11.500435829162598,12.125199876929356,11.480539184701978,12.08142710731433,5522200
2022-01-03,11.520333290100098,11.886437166663436,11.46860079983109,11.838684157108071,5205600
2022-01-04,11.627776145935059,11.966024413968803,11.420848463439413,11.806848981661258,6253900
2022-01-05,10.999032974243164,11.767055313812318,10.948892882224046,11.64369444466646,10718700
2022-01-06,10.85577392578125,10.93536125375268,10.664762668831667,10.744350755811347,6675300
2022-01-07,10.509567260742188,10.585175871260644,10.167339532192816,10.497628819394551,9618100
2022-01-10,10.46977424621582,10.557321306702661,9.900721389084799,9.980309487889498,12742500
2022-01-11,10.748333930969238,10.831900767917887,10.34243591405392,10.382229971223591,8372200
2022-01-12,10.991073608398438,11.048774176548275,10.871691473691138,11.006990770954445,6993300
2022-01-13,10.728434562683105,11.15025042899953,10.60109421021338,11.110456379100649,6406900
2022-01-14,10.812005043029785,10.89557188712159,10.561303751745793,10.605076535266399,7138100
2022-01-18,10.457836151123047,10.489671237590354,10.334474526929938,10.40212418054901,5490100
2022-01-19,10.426000595092773,10.688640236371462,10.394165510059244,10.58119653975519,5608600
2022-01-20,10.704558372497559,10.915466304397768,10.632929234908493,10.640888196642472,8127200
2022-01-21,9.59032917022705,9.78332905136015,9.407276852369451,9.66195830508401,14546700
2022-01-24,9.343608856201172,9.415238007749236,8.317722321630681,8.424369849020872,19580500
2022-01-25,9.240144729614258,9.419217610792423,9.013319586127599,9.192392467305764,14666800
2022-01-26,9.252080917358398,9.74154566114697,9.184431263086196,9.634101958654355,16864700
2022-01-27,8.878020286560059,9.319732889549535,8.878020286560059,9.240144773314276,10216500
2022-01-28,9.459009170532227,9.478905814737837,9.154585352929779,9.283915817291222,8518700
2022-01-31,9.614205360412598,9.705731140455093,9.307792174348583,9.343606742018837,5328500
2022-02-01,9.630121231079102,9.831080032172332,9.550533151215697,9.741543632078049,5361600
2022-02-02,9.383401870727539,9.6022680236805,9.256061508354295,9.598289301488713,4222400
2022-02-03,9.088924407958984,9.281925014607397,9.061068806794927,9.136676650237883,3561700
2022-02-04,10.171319007873535,10.242948137909199,9.383400095497818,9.45502922553348,13078400
2022-02-07,11.074640274047852,11.162186564476087,10.700577471293998,10.748330476351024,10917000
2022-02-08,11.110456466674805,11.110456466674805,10.696599558877752,10.919445936464648,4576000
2022-02-09,11.233816146850586,11.233816146850586,10.943320901446896,11.046785117414299,3774400
2022-02-10,11.038825988769531,11.476558969981268,10.895567728989036,10.895567728989036,11501800
2022-02-11,10.605074882507324,11.00977895055836,10.51752857010129,10.911488114441134,10060500
2022-02-14,10.557321548461914,10.732414155428437,10.457836802182053,10.688641383190996,5875500
2022-02-15,11.062701225280762,11.158207230148006,10.975154939662051,11.094536307233769,3897500
2022-02-16,11.046788215637207,11.114437885088849,10.839859725666475,10.927406044188626,4197600
2022-02-17,10.227034568786621,10.577220622113177,10.203157677712486,10.53344708081915,7666000
2022-02-18,9.992246627807617,10.199174291509365,9.864906293527076,10.095710839162624,9924100
2022-02-22,9.466968536376953,9.582370443916036,9.33962742739098,9.371462514885383,6807300
2022-02-23,9.395340919494629,9.751495781257573,9.321721651061331,9.721650808846231,8870500
2022-02-24,9.57441234588623,9.924599098919293,8.786493290074478,8.808777777429748,16154000
2022-02-25,9.761445045471191,9.892366420480052,9.618186746412276,9.813176787348858,7294900
2022-02-28,10.497629165649414,10.497629165649414,9.741545312550969,9.745524793131441,13625700
2022-03-01,11.0547456741333,11.150250942887197,10.804043679521968,11.127170256260607,11998800
2022-03-02,10.975156784057617,11.349219629123569,10.863733598993107,10.963218341690878,7551100
2022-03-03,10.509567260742188,10.999031970870972,10.44987657202058,10.967196886285562,11761100
2022-03-04,9.860930442810059,10.37427144920477,9.75348671158493,10.330497908555596,8665200
2022-03-07,9.375442504882812,9.868886767349444,9.279937237212664,9.77736098070827,9189100
2022-03-08,9.610225677490234,9.837050761957654,9.522679380031608,9.669916369348767,7486100
2022-03-09,10.4737548828125,10.66078670793958,10.433960829018964,10.537425065278777,7202600
2022-03-10,9.892762184143066,9.928576749075855,9.68981323586003,9.761442365725605,4262700
2022-03-11,9.55849552154541,9.896743843142099,9.542577596289824,9.868887473944824,4508100
2022-03-14,9.677876472473145,9.78532018589984,9.586350683557848,9.677876472473145,3494200
2022-03-15,9.928576469421387,9.952452592367974,9.60624539410527,9.689812962930722,5141500
2022-03-16,10.211113929748535,10.29468150829876,9.813174958958621,10.091732542114903,7204500
2022-03-17,10.207134246826172,10.290701823721495,10.135505112061134,10.227031650376647,2516200
2022-03-18,10.51752758026123,10.521507061224499,10.063877376565985,10.10765014914517,5578200
2022-03-21,10.28671932220459,10.378245074634236,10.159379012909758,10.334471558686095,4770000
2022-03-22,10.577219009399414,10.815982570676491,10.561301843452108,10.716497816728412,5701900
2022-03-23,10.545381546020508,10.692619282702168,10.469772937507857,10.561299467395074,5161100
2022-03-24,10.995052337646484,11.082599388296119,10.652825372860615,10.708536580358908,7568000
2022-03-25,11.118416786193848,11.296294975181048,10.995055139570377,11.22506430730021,9335800
2022-03-28,11.98990249633789,12.055562799825566,11.820778714216805,11.858582648370994,6759100
2022-03-29,11.93021011352539,12.023726014162783,11.782973119977527,11.954086998161543,5306600
2022-03-30,11.7391996383667,11.938169123762744,11.685477786228764,11.782973168036502,4069100
2022-03-31,11.365137100219727,11.798890650817457,11.353199416538928,11.798890650817457,5067200
2022-04-01,11.584001541137695,11.67075162567057,11.285547368218035,11.317382449635803,7977300
2022-04-04,11.452682495117188,11.560125427649158,11.237795112036721,11.47735405867075,3693200
2022-04-05,11.476560592651367,11.61981887268714,11.323353989614976,11.591962505673658,4097500
2022-04-06,10.87965202331543,11.196013550027734,10.724456060440543,11.186065227101363,7099400
2022-04-07,10.772208213806152,10.903528048633541,10.70057907498969,10.792105618482047,4540100
2022-04-08,10.617011070251465,10.959238802488569,10.545381939410369,10.652825635672013,5543400
2022-04-11,9.91265869140625,10.248916814210933,9.880823607347867,10.175298324639973,4800700
2022-04-12,9.745525360107422,10.077008597563484,9.741545879295431,10.071835196607061,4285900
2022-04-13,10.215095520019531,10.330497450695495,9.868888209974623,9.883612216033324,5109200
2022-04-14,9.900720596313477,10.270803935807768,9.837050425971265,10.238968850636663,5129400
2022-04-18,10.103670120239258,10.215093304142922,9.701751672846592,9.797257692768786,6876800
2022-04-19,10.318557739257812,10.390186876171844,10.16336178194965,10.18325842708872,3554400
2022-04-20,10.242949485778809,10.477733550009475,10.153413061452133,10.465795107096456,5789800
2022-04-21,10.242949485778809,10.692620968393497,10.238970004807802,10.656806398662827,4859400
2022-04-22,9.801236152648926,10.093721528201515,9.727617658308759,10.04795863934096,5635700
2022-04-25,9.988268852233887,10.036021106235077,9.592319221181347,9.626144430189884,7760800
2022-04-26,9.494824409484863,9.996227620847458,9.389370062506291,9.98826865899844,7539700
2022-04-27,9.642059326171875,9.80919369386197,9.538595121505796,9.67787388774891,4498900
2022-04-28,9.924598693847656,10.043980088095044,9.650020576268592,9.789299375562805,7616600
2022-04-29,9.486865997314453,9.777361290559876,9.455030907082193,9.681856019863096,5787100
2022-05-02,9.550538063049316,9.705734063691125,9.425187038449394,9.622167219963558,6414300
2022-05-03,9.323711395263672,9.534618590895015,9.27595837871956,9.510742462127181,5523000
2022-05-04,9.89674186706543,9.936535154241989,9.566452574045202,9.685833953591482,6639500
2022-05-05,8.997398376464844,9.777358221863214,8.80240841511525,9.777358221863214,11554300
2022-05-06,8.909852027893066,9.009336756240272,8.726800492058166,8.897914346256677,5444200
2022-05-09,7.652364253997803,8.273149434930334,7.509106777558736,8.102035600147962,12472900
2022-05-10,7.735934734344482,8.01449159196799,7.624511535890013,7.950821409710707,7176500
2022-05-11,7.234529972076416,7.911025707324891,7.202694887582467,7.373808751365547,14410900
2022-05-12,7.047499179840088,7.379778632648508,6.855294725754303,7.043520457849819,19023600
2022-05-13,7.433502197265625,7.67624528095419,7.266367751924223,7.5648220643904,7862700
2022-05-16,7.290242671966553,7.409624832503843,7.186778436437612,7.38574794499132,4154800
2022-05-17,7.4295220375061035,7.612573634793543,7.286263737710022,7.560841892649679,6501100
2022-05-18,7.214633941650391,7.316108814587091,7.09127306065701,7.282283603938715,5417400
2022-05-19,7.409625053405762,7.552882587709606,7.254428315981275,7.330036944008155,5605800
2022-05-20,7.238509654998779,7.521045942909992,7.087292430166274,7.49319033807461,5739500
2022-05-23,7.1788201332092285,7.5608412200010235,7.1788201332092285,7.52900612943504,5331600
2022-05-24,7.250448226928711,7.322077367581412,7.07137613430536,7.230551580751139,8812000
2022-05-25,7.302181243896484,7.429521610164686,7.258407708363619,7.27830511497331,6188500
2022-05-26,7.254427433013916,7.369830101693448,6.955973197611725,6.959952678498092,9657000
2022-05-27,7.1191277503967285,7.262386018856844,6.957962957387429,7.210654288028653,12572700
2022-05-31,7.811541557312012,8.024439602101596,7.716036296691222,7.871233009332305,9464400
2022-06-01,7.421561241149902,7.891129322038033,7.377788472920343,7.87919088033453,6636000
2022-06-02,7.485233306884766,7.525027363627492,7.337996283647727,7.365851895665085,6050300
2022-06-03,7.298202037811279,7.345954297458507,7.214634444915908,7.298202037811279,4776300
2022-06-06,7.783688068389893,7.862878466247362,7.676245095346496,7.775729863763064,6424500
2022-06-07,7.676242828369141,7.759809644835682,7.25641710819439,7.298200516427662,7038300
2022-06-08,7.433502197265625,7.62252341362925,7.3777909684880125,7.501151871784967,5410600
2022-06-09,7.397687911987305,7.521048820169182,7.381769983701335,7.44544017882802,2847600
2022-06-10,7.143006324768066,7.317701241627994,7.099630506393569,7.254428774151706,5387900
2022-06-13,5.698485374450684,5.977042929948157,5.571145037883248,5.770114503521935,22112200
2022-06-14,5.463701248168945,5.622877045582449,5.425897323605552,5.551247917771166,15399600
2022-06-15,5.332382678985596,5.5313521875970615,4.994134742048636,5.276671459457086,25624700
2022-06-16,5.14137077331543,5.290597865312965,5.105556210515362,5.2448349815147095,14511800
2022-06-17,5.0617828369140625,5.156889980570041,5.014030215184245,5.0856589580269205,11869700
2022-06-21,5.153309345245361,5.362227522453783,5.14137128296333,5.22095899735047,12501600
2022-06-22,4.962299346923828,5.149330400313641,4.878732143248138,5.069742677647317,9795800
2022-06-23,5.153309345245361,5.161268306436154,4.958319350120828,5.061783568576189,8418600
2022-06-24,5.23687744140625,5.276671495199785,5.121475140810065,5.23687744140625,7994600
2022-06-27,5.121474742889404,5.232897553548228,5.025969476610412,5.232897553548228,8145500
2022-06-28,4.962299346923828,5.197083413417632,4.954340384905097,5.173206906865636,6626800
2022-06-29,4.966278553009033,4.986175578970656,4.8807219865312055,4.94240242545845,7697400
2022-06-30,4.620072364807129,4.7314955752078225,4.5981859744997795,4.719557130126437,9600800
2022-07-01,4.7593488693237305,4.830977986897631,4.715575730530834,4.731493270046804,8620300
2022-07-05,5.025969982147217,5.041887528128114,4.735474293615555,4.755371320967734,10137000
2022-07-06,4.998113632202148,5.0379073015157285,4.9264844961318595,4.9662781654454395,5514900
2022-07-07,5.3841142654418945,5.388093746302428,5.006072312287453,5.01801037536487,9052100
2022-07-08,5.364217281341553,5.445795121584679,5.209021321645122,5.252794472930543,8833200
2022-07-11,5.037907600402832,5.0975986771707955,4.9722476816110115,5.053825144973449,5615300
2022-07-12,4.755370616912842,4.922505014719347,4.727515010446483,4.886690446688785,7931900
2022-07-13,4.823019981384277,4.918525237371098,4.64394753153295,4.667823655777579,8055700
2022-07-14,5.073721408843994,5.137391577567649,4.819438454289019,4.842916857468677,6980700
2022-07-15,5.213000297546387,5.213000297546387,5.081680476907042,5.157288708985637,7756300
2022-07-18,5.320443153381348,5.6109387535068045,5.260752468994641,5.471659983932335,10495600
2022-07-19,5.774094581604004,5.8337852756726605,5.423908240290916,5.495537376776645,15314400
2022-07-20,5.825826644897461,5.979032859594933,5.766135571823276,5.881537857695023,13783100
2022-07-21,5.726341247558594,5.726341247558594,5.49951580303059,5.591041952806062,8760600
2022-07-22,5.5631866455078125,5.855672032763684,5.547269101810526,5.8099091420720095,7252400
2022-07-25,5.388094902038574,5.419532276274187,5.304527683563283,5.392074383752699,5558200
2022-07-26,5.14137077331543,5.185143917013224,5.093618149416712,5.1493293542131555,5246300
2022-07-27,5.618898391723633,5.686548049161511,5.236876953046754,5.236876953046754,9390000
2022-07-28,5.88551664352417,5.949186810348654,5.600990253461143,5.6984852438491505,7459400
2022-07-29,5.901434898376465,5.981022616524676,5.78205313140206,5.829805762290987,9461900
2022-08-01,5.6547136306762695,5.790012961577712,5.624868279331359,5.68853846340163,6753600
2022-08-02,5.646753787994385,5.770115035035603,5.575125031829194,5.602980638143204,6166700
2022-08-03,5.7820539474487305,5.805930456015078,5.708435440085597,5.722363245289205,6352500
2022-08-04,5.503497123718262,5.69848717041732,5.501507382894281,5.638796463714917,7663700
2022-08-05,5.638795375823975,5.750218183940349,5.587063262893897,5.66267150209682,9272600
2022-08-08,5.88551664352417,5.977042792962464,5.853681560111928,5.917351726936412,7767000
2022-08-09,5.66267204284668,5.730321706253502,5.610940304480729,5.718383641977069,2985900
2022-08-10,5.809908866882324,5.94918727276053,5.77807378099564,5.937249210429063,7315000
2022-08-11,5.961126804351807,6.132240717795901,5.917353645344732,6.0566324650556345,7223200
2022-08-12,5.953166961669922,5.965105024419094,5.819857392540953,5.84970273916597,5128500
2022-08-15,5.88949728012085,5.965105523193175,5.8835280584950596,5.9253118508671845,3481500
2022-08-16,5.877557277679443,5.905412877069975,5.797969200270933,5.873577797908203,3629200
2022-08-17,5.694506645202637,5.8079191872976885,5.686547683895675,5.7979704856639875,5922600
2022-08-18,5.726341247558594,5.76613491221843,5.694506164029073,5.76613491221843,2519000
2022-08-19,5.205041885375977,5.292588568201522,5.163258474177718,5.2647325812318275,6517700
2022-08-22,5.145351409912109,5.256774224050917,5.121474902844548,5.177186499666054,3922700
2022-08-23,5.272690773010254,5.3124848174384,5.226132067402878,5.244835169613032,3656800
2022-08-24,5.312486171722412,5.3562593281489255,5.2209599980070465,5.240857025293364,2838000
2022-08-25,5.268712043762207,5.320444157091956,5.224938892254353,5.2766710055841015,3280000
2022-08-26,5.010051727294922,5.332382082677677,4.980206380241582,5.324423500565403,10825900
2022-08-29,4.902607440948486,4.980205789487433,4.858834295762922,4.870772357267325,4878100
2022-08-30,4.846895694732666,4.994133035244539,4.743431494533806,4.962297955107058,5602100
2022-08-31,4.918525695800781,4.986175353306083,4.830979392738546,4.950360784096901,4224900
2022-09-01,4.834958076477051,4.88271108430025,4.739452819838962,4.858834580388651,5542900
2022-09-02,4.846895694732666,4.9981125151377475,4.795163594633236,4.9702565353893835,7435300
2022-09-06,4.56436014175415,4.850875930024214,4.55640118010567,4.838937867055673,12062400
2022-09-07,4.639967918395996,4.687720545024796,4.580277229986032,4.588235811338761,5835800
2022-09-08,4.735472679138184,4.735472679138184,4.64593665583548,4.659864456382294,6591600
2022-09-09,5.240857124328613,5.266722994636646,5.12943430072563,5.133413402654702,8431300
2022-09-12,5.5114545822143555,5.526974025098153,5.407990364641856,5.487578078349873,6944700
2022-09-13,4.970257759094238,5.275078935186525,4.916535905821588,5.232897424643838,8162200
2022-09-14,4.886690616607666,4.98617536259441,4.805113155258872,4.982196261178123,6898100
2022-09-15,4.838938236236572,4.942402468535418,4.771288575079958,4.898629314641695,5018500
2022-09-16,4.7991437911987305,4.842916938048536,4.725524920196995,4.838937457561059,6223100
2022-09-19,4.775269031524658,4.791186579782902,4.588237554862076,4.588237554862076,6703600
2022-09-20,4.635989189147949,4.7255256157748375,4.582267712676019,4.624051125432432,5089600
2022-09-21,4.643948078155518,4.870773182699029,4.580277900003247,4.723535800845855,11488300
2022-09-22,4.723536014556885,4.773278390926908,4.592216171300361,4.679762859972781,7995700
2022-09-23,4.596195697784424,4.657876138829906,4.524566553664369,4.651906916985162,8582800
2022-09-26,4.69965934753418,4.725525213298822,4.639968275032113,4.6638447799337746,4661100
2022-09-27,4.671804428100586,4.9881660080988635,4.602165017373774,4.934444144437815,7444600
2022-09-28,4.795164585113525,4.823020191111602,4.659865276830011,4.691700363543289,8103600
2022-09-29,4.7593488693237305,4.8110809676266495,4.6041525744149725,4.72353431053678,4890800
2022-09-30,4.771286964416504,4.954338859957705,4.705627065988904,4.709606545773384,8115300
2022-10-03,4.7991437911987305,4.830978876090252,4.671803072128497,4.711597117994972,9041800
2022-10-04,4.98219633102417,4.990154913472503,4.883905124332261,4.910567191468196,8210000
2022-10-05,4.938422679901123,5.0060723368453175,4.846896896684968,4.894649528733073,5885700
2022-10-06,4.91454553604126,4.998112719698373,4.875149594295939,4.938421657369517,6864900
2022-10-07,4.7593488693237305,4.826600407365487,4.729503530169298,4.815060447381661,7260800
2022-10-10,4.6917009353637695,4.753381375950283,4.6694164478492945,4.747412533654171,3118800
2022-10-11,4.639967918395996,4.697669246095884,4.6041533535483605,4.671803002815196,4904500
2022-10-12,4.683742523193359,4.695680587724948,4.652703251807845,4.6678245978122686,2587000
2022-10-13,4.755370616912842,4.791185184943403,4.448957807270366,4.458906129721444,13273000
2022-10-14,4.695679187774658,4.850875118928532,4.683741126802233,4.830978477142529,8380900
2022-10-17,4.795164585113525,4.830979152542005,4.763329498400248,4.803123167039761,4210400
2022-10-18,4.711597442626953,4.834958310205202,4.6757828747803085,4.823020247424379,4789400
2022-10-19,4.711597442626953,4.73189218730477,4.671803394018642,4.699659379846129,2208300
2022-10-20,4.671804428100586,4.747413061291156,4.643948815611564,4.691701456808855,3865900
2022-10-21,4.711597442626953,4.725525245788609,4.626040503772007,4.647927268456995,6820000
2022-10-24,4.751391410827637,4.771288436384295,4.695680194674031,4.747412309319663,4297400
2022-10-25,4.99015474319458,5.021989830910002,4.751391205824738,4.751391205824738,13740000
2022-10-26,5.109537601470947,5.171218049634699,5.0001041320467134,5.027164303929074,12256200
2022-10-27,5.0896382331848145,5.111524992910726,5.029947553301168,5.105555773120726,6647400
2022-10-28,5.0697431564331055,5.107547470583917,4.996124648328308,5.002093490901856,8205800
2022-10-31,5.002093315124512,5.093619486246352,4.962299641183719,5.077701940769191,4302100
2022-11-01,5.025969982147217,5.045867009499396,4.985778207008269,5.037908046756832,2309400
2022-11-02,4.962299346923828,5.120678971955443,4.930464257857298,5.014031461532988,7493800
2022-11-03,4.974236965179443,4.998113469594136,4.92648433585422,4.942401878962628,5400100
2022-11-04,5.197082996368408,5.252396487645588,5.081680712886851,5.129433342654651,11666600
2022-11-07,5.1135172843933105,5.137393416458892,5.069743743099283,5.093620254669141,4578100
2022-11-08,4.429061412811279,5.073722590539293,4.13458662412766,4.806705691851676,49341600
2022-11-09,3.8440911769866943,4.337535509793577,3.8222044077115958,4.250785012120087,39911000
2022-11-10,4.321617126464844,4.381308200342578,3.96546194162817,4.090812551614305,36835100
2022-11-11,3.8918440341949463,4.062957957312811,3.8520503545308835,3.875926486428466,22101400
2022-11-14,3.903780698776245,4.003265421808723,3.8779144582655043,3.975409441296841,13114100
2022-11-15,4.086833477020264,4.128616887454178,4.000082616065781,4.070915553612088,12253200
2022-11-16,3.9793903827667236,3.9945121087257123,3.9157201973631346,3.975013180859105,7926700
2022-11-17,4.043059349060059,4.060966630743237,3.963471641303783,3.963471641303783,6090700
2022-11-18,4.035101890563965,4.066936982522699,3.997297576548881,4.062957501151799,5497500
2022-11-21,3.816234827041626,3.9833692267298852,3.772461296954018,3.927657633665739,11553000
2022-11-22,3.8958232402801514,3.939994498619097,3.8600086654643313,3.8838851751762937,5472200
2022-11-23,4.054996013641357,4.054996013641357,3.9356146828788092,3.9594907972297206,4980500
2022-11-25,4.054996013641357,4.066934450320808,4.01918184211499,4.023160941504146,1888600
2022-11-28,3.975410223007202,3.9992867282117914,3.8978122452245945,3.963472160156995,4897500
2022-11-29,4.043059349060059,4.0470388293239035,3.9933169842743705,4.015203746221394,2249400
2022-11-30,4.257946968078613,4.265905929762077,4.118668554155626,4.138565199355924,7346400
2022-12-01,4.194276809692383,4.257946985402416,4.174379784906952,4.218153315335736,7773000
2022-12-02,4.234070777893066,4.242029359951782,4.182338666246804,4.182338666246804,2642800
2022-12-05,4.190296649932861,4.289781378237563,4.174379108584274,4.2698843566757985,3783600
2022-12-06,4.222132682800293,4.232081385572142,4.1823390102255145,4.222132682800293,3309500
2022-12-07,4.166421413421631,4.202235983945974,4.150503868689055,4.194277021827586,2701000
2022-12-08,4.28978157043457,4.311668333083526,4.171991835078462,4.178358776002334,6081800
2022-12-09,4.242028713226318,4.285802236140301,4.242028713226318,4.261925734595937,2943000
2022-12-12,4.265905380249023,4.269884481074006,4.226111335966141,4.238049397449353,2679100
2022-12-13,4.4171223640441895,4.474027492526365,4.381307798899938,4.468854092025724,7605500
2022-12-14,4.433041095733643,4.59619604338244,4.401206002509694,4.472834772511455,11670800
2022-12-15,4.32957649230957,4.373349646969725,4.305699984628622,4.373349646969725,3877500
2022-12-16,4.178358554840088,4.2499876800786645,4.156471793349608,4.238049239536156,6556400
2022-12-19,4.1067304611206055,4.1624420591334665,4.0868338142270675,4.150503995096502,2842700
2022-12-20,4.198256015777588,4.246008644434739,4.154482488213747,4.162839549270095,3910300
2022-12-21,4.170400142669678,4.198256128093028,4.150503498158357,4.17835910407754,1591700
2022-12-22,4.162440776824951,4.182337797093098,4.094791135615712,4.158461296870502,3745400
2022-12-23,4.178358554840088,4.19825557624015,4.155675973214264,4.166420493801698,2066900
2022-12-27,4.126626968383789,4.182338559388066,4.1087196848289915,4.174379598028527,3184900
2022-12-28,4.118668556213379,4.158462226138036,4.086833468471981,4.118668556213379,2738500
2022-12-29,4.118668556213379,4.138565201423617,4.110709594525939,4.118668556213379,2019100
2022-12-30,4.150503158569336,4.1584617398218695,4.04106972518994,4.090812091406719,3834600
2023-01-03,4.174378871917725,4.212183172791349,4.150502751000562,4.206213952810009,2501100
2023-01-04,4.214173316955566,4.273864004477352,4.198255774982814,4.214173316955566,4408000
2023-01-05,4.234070777893066,4.24003961956106,4.1982562098684095,4.222132335548731,1575900
2023-01-06,4.246008396148682,4.2937610220134905,4.186317708693705,4.198255770283873,2777900
2023-01-09,4.32957649230957,4.385288090562307,4.317638428221203,4.333555973507098,5751700
2023-01-10,4.4091644287109375,4.4091644287109375,4.333556179878401,4.353452827805119,3269500
2023-01-11,4.429061412811279,4.433040894159384,4.353452785214207,4.377329293798606,3621100
2023-01-12,4.815060615539551,4.823019195823437,4.512626974670072,4.5842560947454984,13516600
2023-01-13,4.926484107971191,4.926484107971191,4.773277525449501,4.783226226622163,11364700
2023-01-17,5.419927597045898,5.419927597045898,5.308504814913199,5.380133936036268,12929900
2023-01-18,5.23687744140625,5.455743978262247,5.150922770977619,5.41992940574891,25287100
2023-01-19,5.336361885070801,5.358248651330827,5.2368771358949715,5.252396960180652,6439700
2023-01-20,5.646753787994385,5.6706302930522305,5.314474734589754,5.328402917250932,18107600
2023-01-23,5.837765216827393,5.865620825655487,5.6905278309437115,5.7701155558127,11053400
2023-01-24,5.817868232727051,5.835775518389853,5.754198052372293,5.784043401975559,6406000
2023-01-25,5.790011882781982,5.797970464555807,5.642774514676707,5.702465206244951,7939800
2023-01-26,5.849702835083008,5.873579340477026,5.770115116276581,5.85766179671574,6300900
2023-01-27,5.82980489730835,5.945207166376779,5.768124472333186,5.785633653876659,13773400
2023-01-30,5.718382835388184,5.879548008652147,5.682568268106377,5.844927361480845,9829300
2023-01-31,5.821846961975098,5.857661528675197,5.805929418942182,5.817867481340828,5195500
